ср сент. 15 2021,"5, fff, 5"
['3118'],['135151.51515151514']
['3004'],['133984.96240601502']
['2927'],['136335.87786259543']
['2924'],['140000.0']
['2979'],['146504.0650406504']
['3011'],['152100.84033613445']
['3044'],['155042.73504273503']
['3077'],['152100.84033613445']
['3110'],['149256.19834710745']
['3146'],['145161.29032258064']
['3177'],['141259.84251968504']
['3071'],['136335.87786259543']
['2968'],['137538.46153846153']
['2903'],['142539.68253968254']
['2934'],['145161.29032258064']
['2969'],['152100.84033613445']
['3004'],['158086.95652173914']
['3049'],['158086.95652173914']
['3083'],['155042.73504273503']
['3119'],['150666.66666666666']
['3147'],['147868.8524590164']
['3094'],['142539.68253968254']
['2995'],['141259.84251968504']
['2921'],['142539.68253968254']
['2879'],['146504.0650406504']
['2933'],['152100.84033613445']
['2967'],['158086.95652173914']
['2997'],['162857.14285714287']
['3028'],['162857.14285714287']
['3068'],['162857.14285714287']
['3104'],['158086.95652173914']
['3135'],['152100.84033613445']
['3101'],['147868.8524590164']
['3018'],['145161.29032258064']
['2930'],['146504.0650406504']
['2867'],['149256.19834710745']
['2906'],['155042.73504273503']
['2937'],['159649.12280701756']
['2972'],['166181.81818181818']
['3008'],['169629.62962962964']
['3041'],['167889.90825688074']
['3071'],['162857.14285714287']
['3093'],['158086.95652173914']
['3126'],['153559.3220338983']
['3017'],['150666.66666666666']
['2936'],['149256.19834710745']
['2862'],['152100.84033613445']
['2850'],['156551.72413793104']
['2906'],['161238.93805309734']
['2944'],['167889.90825688074']
['2982'],['169629.62962962964']
['3007'],['171401.86915887852']
['3036'],['164504.5045045045']
['3066'],['161238.93805309734']
['3093'],['158086.95652173914']
['3043'],['152100.84033613445']
['2945'],['149256.19834710745']
['2869'],['153559.3220338983']
['2822'],['156551.72413793104']
['2884'],['161238.93805309734']
['2917'],['166181.81818181818']
['2949'],['171401.86915887852']
['2978'],['171401.86915887852']
['3015'],['167889.90825688074']
['3048'],['159649.12280701756']
['3085'],['155042.73504273503']
['2975'],['150666.66666666666']
['2878'],['149256.19834710745']
['2816'],['152100.84033613445']
['2847'],['156551.72413793104']
['2882'],['159649.12280701756']
['2914'],['164504.5045045045']
['2864'],['146504.0650406504']
['2793'],['150666.66666666666']
['2882'],['158086.95652173914']
['2925'],['155042.73504273503']
['3000'],['150666.66666666666']
['3034'],['143840.0']
['2934'],['138759.6899224806']
['2809'],['140000.0']
['2764'],['141259.84251968504']
['2829'],['145161.29032258064']
['2861'],['147868.8524590164']
['2888'],['147868.8524590164']
['2927'],['147868.8524590164']
['2956'],['145161.29032258064']
['2986'],['142539.68253968254']
['3018'],['138759.6899224806']
['2917'],['133984.96240601502']
['2832'],['133984.96240601502']
['2769'],['135151.51515151514']
['2790'],['136335.87786259543']
['2827'],['140000.0']
['2860'],['141259.84251968504']
['2897'],['140000.0']
['2942'],['140000.0']
['2969'],['137538.46153846153']
['3008'],['130588.23529411765']
['2937'],['129489.05109489051']
['2859'],['129489.05109489051']
['2770'],['129489.05109489051']
['2773'],['131703.7037037037']
['2830'],['135151.51515151514']
['2861'],['136335.87786259543']
['2911'],['136335.87786259543']
['2952'],['130588.23529411765']
['2991'],['127338.12949640288']
['2919'],['124225.35211267606']
['2846'],['122222.22222222222']
['2767'],['125248.22695035461']
['2764'],['126285.71428571429']
['2813'],['128405.79710144928']
['2845'],['130588.23529411765']
['2869'],['130588.23529411765']
['2901'],['130588.23529411765']
['2947'],['129489.05109489051']
['2967'],['125248.22695035461']
['2994'],['122222.22222222222']
['2897'],['121241.37931034483']
['2802'],['121241.37931034483']
['2750'],['121241.37931034483']
['2797'],['123216.78321678322']
['2846'],['126285.71428571429']
['2862'],['127338.12949640288']
['2905'],['126285.71428571429']
['2927'],['125248.22695035461']
['2963'],['123216.78321678322']
['2992'],['119319.72789115646']
['2930'],['117449.6644295302']
['2849'],['116533.33333333333']
['2785'],['117449.6644295302']
['2778'],['119319.72789115646']
['2827'],['120273.97260273973']
['2854'],['123216.78321678322']
['2893'],['123216.78321678322']
['2923'],['122222.22222222222']
['2951'],['120273.97260273973']
['2978'],['118378.37837837837']
['2985'],['116533.33333333333']
['2897'],['113856.2091503268']
['2824'],['113856.2091503268']
['2776'],['113856.2091503268']
['2820'],['116533.33333333333']
['2849'],['118378.37837837837']
['2870'],['119319.72789115646']
['2905'],['121241.37931034483']
['2935'],['120273.97260273973']
['2969'],['118378.37837837837']
['2988'],['115629.13907284768']
['2971'],['112129.03225806452']
['2890'],['112129.03225806452']
['2811'],['112129.03225806452']
['2793'],['112987.01298701299']
['2843'],['114736.84210526316']
['2867'],['117449.6644295302']
['2903'],['118378.37837837837']
['2933'],['118378.37837837837']
['2962'],['116533.33333333333']
['2994'],['114736.84210526316']
['3022'],['112129.03225806452']
['2949'],['109620.25316455697']
['2937'],['116533.33333333333']
['2972'],['115629.13907284768']
['2988'],['112129.03225806452']
['3028'],['109620.25316455697']
['2954'],['108805.03144654087']
['2886'],['108000.0']
['2827'],['108805.03144654087']
['2846'],['109620.25316455697']
['2867'],['111282.05128205128']
['2898'],['112987.01298701299']
['2922'],['114736.84210526316']
['2959'],['114736.84210526316']
['2999'],['111282.05128205128']
['3025'],['109620.25316455697']
['2998'],['108000.0']
['2931'],['106419.75308641975']
['2849'],['107204.96894409938']
['2832'],['108000.0']
['2862'],['108805.03144654087']
['2905'],['111282.05128205128']
['2934'],['112129.03225806452']
['2959'],['112129.03225806452']
['2990'],['110445.85987261146']
['3005'],['109620.25316455697']
['3028'],['108000.0']
['2986'],['105644.1717791411']
['2914'],['104878.0487804878']
['2843'],['104878.0487804878']
['2860'],['107204.96894409938']
['2882'],['108805.03144654087']
['2919'],['110445.85987261146']
['2943'],['110445.85987261146']
['2963'],['111282.05128205128']
['2999'],['108805.03144654087']
['3023'],['107204.96894409938']
['3019'],['104878.0487804878']
['2941'],['103373.49397590362']
['2859'],['104121.21212121213']
['2849'],['105644.1717791411']
['2880'],['106419.75308641975']
['2907'],['108000.0']
['2946'],['109620.25316455697']
['2965'],['108805.03144654087']
['2995'],['108000.0']
['3013'],['107204.96894409938']
['3030'],['105644.1717791411']
['2992'],['103373.49397590362']
['2915'],['102634.73053892216']
['2863'],['103373.49397590362']
['2870'],['104121.21212121213']
['2901'],['105644.1717791411']
['2923'],['108000.0']
['2942'],['108805.03144654087']
['2975'],['108805.03144654087']
['2998'],['106419.75308641975']
['3024'],['104878.0487804878']
['3045'],['104121.21212121213']
['2955'],['101904.76190476191']
['2882'],['101904.76190476191']
['2847'],['102634.73053892216']
['2887'],['104121.21212121213']
['2913'],['106419.75308641975']
['2934'],['108000.0']
['2962'],['107204.96894409938']
['3001'],['104121.21212121213']
['3024'],['104121.21212121213']
['3032'],['101904.76190476191']
['2964'],['101183.43195266272']
['2885'],['100470.58823529411']
['2844'],['101904.76190476191']
['2885'],['102634.73053892216']
['2911'],['104121.21212121213']
['2936'],['106419.75308641975']
['2964'],['106419.75308641975']
['2985'],['105644.1717791411']
['3006'],['104121.21212121213']
['3033'],['102634.73053892216']
['2971'],['99766.08187134503']
['2895'],['99069.76744186046']
['2840'],['100470.58823529411']
['2882'],['101183.43195266272']
['2903'],['104121.21212121213']
['2944'],['104878.0487804878']
['2962'],['105644.1717791411']
['2978'],['104121.21212121213']
['3010'],['102634.73053892216']
['3029'],['100470.58823529411']
['2950'],['99069.76744186046']
['2883'],['98381.5028901734']
['2838'],['99766.08187134503']
['2860'],['101183.43195266272']
['2887'],['102634.73053892216']
['2910'],['104121.21212121213']
['2936'],['104878.0487804878']
['2966'],['104121.21212121213']
['2991'],['101904.76190476191']
['3010'],['100470.58823529411']
['2978'],['99069.76744186046']
['2914'],['98381.5028901734']
['2843'],['98381.5028901734']
['2821'],['99766.08187134503']
['2853'],['100470.58823529411']
['2880'],['101904.76190476191']
['2905'],['103373.49397590362']
['2932'],['104121.21212121213']
['2953'],['101904.76190476191']
['2975'],['100470.58823529411']
['2989'],['99069.76744186046']
['2923'],['97028.57142857143']
['2848'],['97701.14942528735']
['2798'],['98381.5028901734']
['2809'],['99069.76744186046']
['2841'],['101183.43195266272']
['2854'],['102634.73053892216']
['2893'],['103373.49397590362']
['2904'],['101904.76190476191']
['2935'],['101183.43195266272']
['2950'],['99766.08187134503']
['2910'],['97701.14942528735']
['2847'],['96363.63636363637']
['2779'],['97028.57142857143']
['2750'],['98381.5028901734']
['2779'],['99069.76744186046']
['2809'],['101183.43195266272']
['2830'],['101904.76190476191']
['2857'],['101904.76190476191']
['2875'],['100470.58823529411']
['2905'],['99069.76744186046']
['2917'],['97028.57142857143']
['2844'],['95706.21468926554']
['2761'],['96363.63636363637']
['2705'],['97028.57142857143']
['2734'],['98381.5028901734']
['2758'],['100470.58823529411']
['2786'],['101904.76190476191']
['2819'],['101904.76190476191']
['2846'],['101183.43195266272']
['2860'],['99069.76744186046']
['2885'],['97701.14942528735']
['2814'],['95706.21468926554']
['2733'],['95056.17977528089']
['2677'],['96363.63636363637']
['2685'],['97701.14942528735']
['2709'],['99069.76744186046']
['2731'],['101183.43195266272']
['2764'],['101183.43195266272']
['2783'],['101183.43195266272']
['2815'],['99766.08187134503']
['2830'],['97701.14942528735']
['2813'],['96363.63636363637']
['2747'],['95706.21468926554']
['2687'],['95056.17977528089']
['2645'],['96363.63636363637']
['2648'],['97028.57142857143']
['2678'],['98381.5028901734']
['2705'],['100470.58823529411']
['2719'],['100470.58823529411']
['2754'],['100470.58823529411']
['2766'],['99069.76744186046']
['2789'],['97701.14942528735']
['2805'],['96363.63636363637']
['2736'],['95056.17977528089']
['2670'],['95056.17977528089']
['2617'],['95056.17977528089']
['2598'],['96363.63636363637']
['2632'],['97701.14942528735']
['2657'],['99069.76744186046']
['2684'],['99069.76744186046']
['2721'],['99069.76744186046']
['2649'],['94413.40782122905']
['2580'],['95056.17977528089']
['2567'],['96363.63636363637']
['2607'],['97028.57142857143']
['2630'],['98381.5028901734']
['2653'],['99766.08187134503']
['2678'],['99766.08187134503']
['2709'],['98381.5028901734']
['2725'],['96363.63636363637']
['2727'],['94413.40782122905']
['2651'],['93777.77777777778']
['2604'],['93777.77777777778']
['2545'],['95056.17977528089']
['2541'],['95706.21468926554']
['2574'],['97028.57142857143']
['2598'],['98381.5028901734']
['2616'],['99069.76744186046']
['2644'],['98381.5028901734']
['2673'],['97701.14942528735']
['2700'],['95706.21468926554']
['2669'],['94413.40782122905']
['2602'],['93149.17127071823']
['2532'],['93777.77777777778']
['2490'],['95056.17977528089']
['2527'],['96363.63636363637']
['2548'],['97701.14942528735']
['2580'],['98381.5028901734']
['2617'],['97701.14942528735']
['2637'],['95706.21468926554']
['2670'],['95056.17977528089']
['2626'],['93149.17127071823']
['2563'],['93149.17127071823']
['2500'],['93777.77777777778']
['2452'],['94413.40782122905']
['2480'],['95706.21468926554']
['2509'],['96363.63636363637']
['2540'],['98381.5028901734']
['2561'],['97701.14942528735']
['2591'],['96363.63636363637']
['2612'],['95056.17977528089']
['2590'],['93777.77777777778']
['2513'],['97028.57142857143']
['2519'],['96363.63636363637']
['2547'],['95706.21468926554']
['2578'],['93777.77777777778']
['2491'],['92527.47252747252']
['2411'],['92527.47252747252']
['2363'],['93149.17127071823']
['2367'],['94413.40782122905']
['2397'],['95706.21468926554']
['2427'],['97028.57142857143']
['2475'],['96363.63636363637']
['2510'],['94413.40782122905']
['2489'],['92527.47252747252']
['2421'],['91912.56830601093']
['2348'],['91912.56830601093']
['2305'],['93149.17127071823']
['2302'],['95056.17977528089']
['2352'],['97028.57142857143']
['2390'],['96363.63636363637']
['2427'],['95056.17977528089']
['2460'],['93777.77777777778']
['2410'],['91912.56830601093']
['2340'],['91304.34782608696']
['2275'],['91912.56830601093']
['2240'],['92527.47252747252']
['2236'],['94413.40782122905']
['2278'],['96363.63636363637']
['2325'],['96363.63636363637']
['2353'],['95056.17977528089']
['2387'],['94413.40782122905']
['2399'],['92527.47252747252']
['2333'],['91304.34782608696']
['2274'],['90702.7027027027']
['2215'],['90702.7027027027']
['2185'],['91912.56830601093']
['2185'],['93149.17127071823']
['2200'],['94413.40782122905']
['2234'],['95706.21468926554']
['2265'],['95706.21468926554']
['2289'],['95056.17977528089']
['2314'],['95706.21468926554']
['2346'],['92527.47252747252']
['2298'],['91304.34782608696']
['2239'],['90702.7027027027']
['2183'],['90702.7027027027']
['2139'],['91304.34782608696']
['2128'],['91912.56830601093']
['2121'],['93149.17127071823']
['2155'],['94413.40782122905']
['2195'],['95056.17977528089']
['2217'],['94413.40782122905']
['2254'],['93149.17127071823']
['2278'],['92527.47252747252']
['2269'],['91304.34782608696']
['2202'],['90107.52688172043']
['2151'],['89518.71657754011']
['2097'],['90107.52688172043']
['2071'],['91304.34782608696']
['2065'],['92527.47252747252']
['2088'],['93149.17127071823']
['2120'],['94413.40782122905']
['2155'],['95056.17977528089']
['2186'],['93149.17127071823']
['2219'],['92527.47252747252']
['2233'],['91304.34782608696']
['2174'],['89518.71657754011']
['2114'],['88936.17021276595']
['2056'],['90107.52688172043']
['2022'],['90107.52688172043']
['2012'],['91304.34782608696']
['2001'],['92527.47252747252']
['2051'],['93777.77777777778']
['2091'],['93777.77777777778']
['2119'],['93149.17127071823']
['2149'],['92527.47252747252']
['2173'],['91912.56830601093']
['2136'],['90107.52688172043']
['2083'],['88936.17021276595']
['2025'],['88936.17021276595']
['1983'],['88936.17021276595']
['1955'],['90702.7027027027']
['1948'],['91304.34782608696']
['1986'],['93777.77777777778']
['2015'],['93777.77777777778']
['2048'],['93777.77777777778']
['2082'],['92527.47252747252']
['2120'],['91304.34782608696']
['2114'],['90107.52688172043']
['2045'],['88936.17021276595']
['1982'],['88359.78835978836']
['1941'],['89518.71657754011']
['1904'],['90107.52688172043']
['1893'],['91912.56830601093']
['1938'],['92527.47252747252']
['1974'],['93149.17127071823']
['2017'],['92527.47252747252']
['2050'],['90702.7027027027']
['2070'],['90107.52688172043']
['2012'],['88936.17021276595']
['1944'],['88359.78835978836']
['1884'],['88936.17021276595']
['1856'],['89518.71657754011']
['1848'],['90702.7027027027']
['1877'],['91912.56830601093']
['1917'],['93149.17127071823']
['1959'],['92527.47252747252']
['1992'],['91304.34782608696']
['2023'],['90107.52688172043']
['1973'],['88936.17021276595']
['1904'],['87789.47368421052']
['1857'],['87789.47368421052']
['1813'],['89518.71657754011']
['1799'],['90107.52688172043']
['1812'],['91304.34782608696']
['1857'],['92527.47252747252']
['1903'],['91304.34782608696']
['1935'],['91304.34782608696']
['1974'],['90107.52688172043']
['1927'],['88359.78835978836']
['1873'],['88359.78835978836']
['1813'],['87225.13089005236']
['1767'],['88359.78835978836']
['1757'],['89518.71657754011']
['1751'],['91912.56830601093']
['1806'],['91912.56830601093']
['1846'],['91912.56830601093']
['1885'],['91304.34782608696']
['1921'],['90107.52688172043']
['1900'],['88936.17021276595']
['1842'],['87789.47368421052']
['1779'],['87225.13089005236']
['1735'],['87225.13089005236']
['1711'],['88359.78835978836']
['1694'],['89518.71657754011']
['1749'],['91304.34782608696']
['1790'],['91304.34782608696']
['1832'],['91304.34782608696']
['1869'],['90107.52688172043']
['1863'],['88359.78835978836']
['1805'],['86666.66666666667']
['1750'],['86666.66666666667']
['1700'],['87225.13089005236']
['1670'],['87789.47368421052']
['1654'],['89518.71657754011']
['1687'],['90107.52688172043']
['1733'],['91912.56830601093']
['1775'],['91304.34782608696']
['1816'],['89518.71657754011']
['1827'],['88936.17021276595']
['1779'],['87225.13089005236']
['1719'],['86666.66666666667']
['1667'],['87225.13089005236']
['1630'],['87789.47368421052']
['1613'],['88359.78835978836']
['1621'],['90107.52688172043']
['1672'],['91304.34782608696']
['1720'],['90702.7027027027']
['1765'],['89518.71657754011']
['1791'],['88359.78835978836']
['1744'],['87225.13089005236']
['1690'],['86666.66666666667']
['1630'],['86666.66666666667']
['1586'],['86666.66666666667']
['1569'],['88359.78835978836']
['1585'],['90107.52688172043']
['1633'],['90702.7027027027']
['1678'],['89518.71657754011']
['1719'],['89518.71657754011']
['1752'],['88359.78835978836']
['1710'],['87225.13089005236']
['1652'],['86113.9896373057']
['1594'],['86113.9896373057']
['1552'],['86666.66666666667']
['1536'],['87789.47368421052']
['1513'],['88936.17021276595']
['1554'],['89518.71657754011']
['1607'],['90702.7027027027']
['1658'],['88936.17021276595']
['1704'],['87789.47368421052']
['1662'],['86666.66666666667']
['1598'],['85025.64102564103']
['1538'],['86113.9896373057']
['1496'],['86666.66666666667']
['1478'],['88359.78835978836']
['1480'],['88936.17021276595']
['1538'],['90107.52688172043']
['1581'],['90107.52688172043']
['1635'],['88359.78835978836']
['1655'],['87225.13089005236']
['1611'],['86113.9896373057']
['1540'],['85567.01030927835']
['1475'],['85567.01030927835']
['1447'],['86666.66666666667']
['1420'],['87789.47368421052']
['1467'],['89518.71657754011']
['1522'],['89518.71657754011']
['1577'],['88359.78835978836']
['1601'],['87789.47368421052']
['1561'],['86113.9896373057']
['1487'],['85025.64102564103']
['1430'],['85567.01030927835']
['1386'],['87225.13089005236']
['1400'],['90107.52688172043']
['1487'],['88936.17021276595']
['1552'],['87789.47368421052']
['1520'],['85567.01030927835']
['1370'],['85567.01030927835']
['1334'],['86666.66666666667']
['1322'],['88359.78835978836']
['1391'],['89518.71657754011']
['1446'],['88359.78835978836']
['1505'],['87789.47368421052']
['1467'],['85567.01030927835']
['1396'],['85025.64102564103']
['1327'],['85025.64102564103']
['1296'],['85567.01030927835']
['1278'],['86666.66666666667']
['1267'],['88936.17021276595']
['1324'],['89518.71657754011']
['1377'],['88936.17021276595']
['1422'],['88359.78835978836']
['1423'],['86666.66666666667']
['1397'],['86113.9896373057']
['1314'],['83959.39086294416']
['1250'],['85567.01030927835']
['1214'],['87789.47368421052']
['1233'],['88936.17021276595']
['1318'],['88359.78835978836']
['1372'],['87789.47368421052']
['1356'],['86113.9896373057']
['1323'],['85025.64102564103']
['1261'],['84489.79591836735']
['1205'],['83959.39086294416']
['1177'],['85567.01030927835']
['1162'],['85567.01030927835']
['1150'],['87225.13089005236']
['1174'],['88359.78835978836']
['1230'],['88936.17021276595']
['1273'],['87225.13089005236']
['1291'],['86666.66666666667']
['1267'],['85025.64102564103']
['1214'],['85025.64102564103']
['1165'],['84489.79591836735']
['1119'],['83959.39086294416']
['1100'],['85567.01030927835']
['1075'],['86666.66666666667']
['1091'],['87225.13089005236']
['1126'],['88359.78835978836']
['1170'],['87225.13089005236']
['1204'],['87225.13089005236']
['1202'],['86113.9896373057']
['1170'],['84489.79591836735']
['1116'],['83959.39086294416']
['1063'],['83434.34343434343']
['1029'],['85025.64102564103']
['1013'],['86666.66666666667']
['1015'],['87225.13089005236']
['1045'],['87789.47368421052']
['1094'],['86666.66666666667']
['1121'],['86113.9896373057']
['1104'],['84489.79591836735']
['1053'],['83434.34343434343']
['994'],['83959.39086294416']
['951'],['84489.79591836735']
['940'],['86113.9896373057']
['926'],['87789.47368421052']
['948'],['87789.47368421052']
['988'],['88359.78835978836']
['1016'],['87225.13089005236']
['1032'],['85567.01030927835']
['1002'],['84489.79591836735']
['950'],['83434.34343434343']
['901'],['83434.34343434343']
['869'],['84489.79591836735']
['856'],['85025.64102564103']
['847'],['86666.66666666667']
['864'],['87225.13089005236']
['897'],['87225.13089005236']
['924'],['86666.66666666667']
['944'],['85567.01030927835']
['933'],['85025.64102564103']
['896'],['82914.57286432161']
['846'],['83959.39086294416']
['805'],['83434.34343434343']
['781'],['83959.39086294416']
['768'],['85567.01030927835']
['771'],['86666.66666666667']
['794'],['87789.47368421052']
['818'],['86666.66666666667']
['847'],['86666.66666666667']
['860'],['85567.01030927835']
['842'],['83959.39086294416']
['795'],['82914.57286432161']
['749'],['83434.34343434343']
['718'],['83959.39086294416']
['699'],['84489.79591836735']
['695'],['85567.01030927835']
['703'],['86666.66666666667']
['728'],['86666.66666666667']
['756'],['86113.9896373057']
['780'],['85567.01030927835']
['772'],['85025.64102564103']
['741'],['82914.57286432161']
['692'],['82400.0']
['654'],['83434.34343434343']
['630'],['83959.39086294416']
['622'],['85025.64102564103']
['623'],['86666.66666666667']
['654'],['87225.13089005236']
['675'],['86113.9896373057']
['697'],['85025.64102564103']
['701'],['84489.79591836735']
['671'],['83434.34343434343']
['621'],['82914.57286432161']
['586'],['82914.57286432161']
['569'],['82914.57286432161']
['555'],['84489.79591836735']
['553'],['86113.9896373057']
['573'],['87225.13089005236']
['613'],['86113.9896373057']
['637'],['84489.79591836735']
['615'],['82914.57286432161']
['558'],['82914.57286432161']
['513'],['82914.57286432161']
['496'],['83959.39086294416']
['491'],['85025.64102564103']
['502'],['87225.13089005236']
['530'],['86666.66666666667']
['568'],['85567.01030927835']
['566'],['83434.34343434343']
['510'],['82400.0']
['461'],['82400.0']
['434'],['83434.34343434343']
['429'],['85567.01030927835']
['445'],['84489.79591836735']
['471'],['86666.66666666667']
['497'],['86113.9896373057']
['510'],['85025.64102564103']
['503'],['83959.39086294416']
['462'],['82400.0']
['418'],['82400.0']
['389'],['82914.57286432161']
['379'],['83434.34343434343']
['374'],['84489.79591836735']
['376'],['86113.9896373057']
['400'],['86113.9896373057']
['423'],['86666.66666666667']
['442'],['85025.64102564103']
['454'],['83959.39086294416']
['430'],['82400.0']
['382'],['81890.5472636816']
['345'],['82400.0']
['329'],['82914.57286432161']
['322'],['84489.79591836735']
['329'],['86113.9896373057']
['355'],['86113.9896373057']
['379'],['85025.64102564103']
['405'],['84489.79591836735']
['396'],['82914.57286432161']
['349'],['81386.13861386139']
['299'],['81890.5472636816']
['275'],['82914.57286432161']
['273'],['84489.79591836735']
['283'],['85567.01030927835']
['308'],['86113.9896373057']
['333'],['85025.64102564103']
['354'],['83959.39086294416']
['335'],['82400.0']
['294'],['81890.5472636816']
['255'],['81386.13861386139']
['234'],['82914.57286432161']
['229'],['84489.79591836735']
['246'],['85567.01030927835']
['273'],['85567.01030927835']
['293'],['85025.64102564103']
['310'],['83959.39086294416']
['304'],['82400.0']
['268'],['81386.13861386139']
['228'],['81386.13861386139']
['198'],['81890.5472636816']
['188'],['82914.57286432161']
['185'],['83959.39086294416']
['196'],['85567.01030927835']
['216'],['85567.01030927835']
['240'],['85025.64102564103']
['260'],['83959.39086294416']
['268'],['82914.57286432161']
['254'],['81890.5472636816']
['204'],['81890.5472636816']
['169'],['81890.5472636816']
['151'],['82914.57286432161']
['146'],['83959.39086294416']
['154'],['85567.01030927835']
['184'],['85025.64102564103']
['203'],['84489.79591836735']
['226'],['83434.34343434343']
['227'],['82914.57286432161']
['192'],['81386.13861386139']
['140'],['81386.13861386139']
['115'],['81890.5472636816']
['109'],['82914.57286432161']
['111'],['83959.39086294416']
['137'],['86113.9896373057']
['159'],['84489.79591836735']
['184'],['82914.57286432161']
['186'],['81890.5472636816']
['148'],['80886.69950738916']
['96'],['81386.13861386139']
['73'],['82400.0']
['75'],['82914.57286432161']
['83'],['84489.79591836735']
['106'],['84489.79591836735']
['128'],['83959.39086294416']
['153'],['82914.57286432161']
['147'],['81890.5472636816']
['105'],['80886.69950738916']
['60'],['80886.69950738916']
['44'],['81386.13861386139']
['39'],['82914.57286432161']
['45'],['83959.39086294416']
['70'],['85025.64102564103']
['96'],['83434.34343434343']
['122'],['82914.57286432161']
['117'],['81386.13861386139']
['82'],['81386.13861386139']
['44'],['80392.1568627451']
['19'],['81386.13861386139']
['10'],['82400.0']
['8'],['83959.39086294416']
['31'],['85025.64102564103']
['56'],['84489.79591836735']
['80'],['83434.34343434343']
['92'],['82400.0']
['87'],['81890.5472636816']
['47'],['80392.1568627451']
['8'],['80392.1568627451']
['0'],['80886.69950738916']
['0'],['81386.13861386139']
['0'],['82914.57286432161']
['5'],['83434.34343434343']
['32'],['84489.79591836735']
['56'],['83959.39086294416']
['80'],['82400.0']
['73'],['81386.13861386139']
['38'],['80392.1568627451']
['0'],['80392.1568627451']
['0'],['81386.13861386139']
['1'],['81386.13861386139']
['0'],['83434.34343434343']
['5'],['83959.39086294416']
['28'],['84489.79591836735']
['56'],['83434.34343434343']
['74'],['82400.0']
['75'],['81386.13861386139']
['46'],['80392.1568627451']
['5'],['80392.1568627451']
['0'],['80886.69950738916']
['3'],['81890.5472636816']
['0'],['82914.57286432161']
['4'],['83959.39086294416']
['18'],['83434.34343434343']
['48'],['83434.34343434343']
['70'],['82914.57286432161']
['72'],['81890.5472636816']
['56'],['80886.69950738916']
['20'],['79902.43902439025']
['0'],['79902.43902439025']
['0'],['80886.69950738916']
['0'],['81386.13861386139']
['0'],['83434.34343434343']
['20'],['82914.57286432161']
['42'],['83434.34343434343']
['60'],['82400.0']
['73'],['81386.13861386139']
['61'],['80392.1568627451']
['17'],['79417.47572815535']
['0'],['79902.43902439025']
['0'],['80886.69950738916']
['0'],['81386.13861386139']
['0'],['82914.57286432161']
['12'],['83434.34343434343']
['31'],['83434.34343434343']
['51'],['82914.57286432161']
['72'],['81386.13861386139']
['63'],['80886.69950738916']
['34'],['80392.1568627451']
['0'],['79417.47572815535']
['1'],['79902.43902439025']
['0'],['80886.69950738916']
['0'],['82400.0']
['4'],['83434.34343434343']
['24'],['83434.34343434343']
['45'],['82914.57286432161']
['68'],['81890.5472636816']
['63'],['80392.1568627451']
['33'],['79417.47572815535']
['1'],['78937.19806763285']
['0'],['79417.47572815535']
['0'],['80886.69950738916']
['0'],['82400.0']
['10'],['83434.34343434343']
['35'],['82914.57286432161']
['54'],['82400.0']
['66'],['80886.69950738916']
['52'],['79902.43902439025']
['10'],['79417.47572815535']
['1'],['79417.47572815535']
['0'],['79902.43902439025']
['0'],['81386.13861386139']
['0'],['82914.57286432161']
['12'],['82914.57286432161']
['36'],['83434.34343434343']
['52'],['82400.0']
['64'],['81890.5472636816']
['67'],['80392.1568627451']
['30'],['78937.19806763285']
['0'],['79902.43902439025']
['0'],['79902.43902439025']
['0'],['80392.1568627451']
['0'],['81890.5472636816']
['8'],['82914.57286432161']
['26'],['82914.57286432161']
['52'],['81890.5472636816']
['67'],['81386.13861386139']
['62'],['79417.47572815535']
['16'],['78461.53846153847']
['0'],['79417.47572815535']
['0'],['79902.43902439025']
['0'],['80886.69950738916']
['0'],['81386.13861386139']
['10'],['82914.57286432161']
['32'],['82914.57286432161']
['51'],['82400.0']
['69'],['81386.13861386139']
['54'],['79902.43902439025']
['8'],['78937.19806763285']
['0'],['79902.43902439025']
['0'],['79902.43902439025']
['0'],['81386.13861386139']
['4'],['82400.0']
['24'],['83434.34343434343']
['45'],['82914.57286432161']
['65'],['80886.69950738916']
['59'],['79902.43902439025']
['12'],['79417.47572815535']
['0'],['78937.19806763285']
['0'],['79417.47572815535']
['1'],['80886.69950738916']
['0'],['81890.5472636816']
['15'],['82400.0']
['38'],['82400.0']
['53'],['81386.13861386139']
['66'],['80886.69950738916']
['52'],['79417.47572815535']
['13'],['78937.19806763285']
['0'],['78937.19806763285']
['0'],['79902.43902439025']
['0'],['80392.1568627451']
['0'],['81386.13861386139']
['12'],['82400.0']
['31'],['82400.0']
['48'],['81890.5472636816']
['67'],['81386.13861386139']
['64'],['79902.43902439025']
['24'],['78461.53846153847']
['0'],['78937.19806763285']
['0'],['79417.47572815535']
['0'],['80886.69950738916']
['0'],['81386.13861386139']
['20'],['82400.0']
['37'],['82400.0']
['60'],['81386.13861386139']
['66'],['79902.43902439025']
['55'],['79417.47572815535']
['11'],['78461.53846153847']
['1'],['78937.19806763285']
['0'],['79417.47572815535']
['0'],['79902.43902439025']
['0'],['81386.13861386139']
['5'],['82400.0']
['26'],['82400.0']
['45'],['81386.13861386139']
['64'],['80392.1568627451']
['64'],['79902.43902439025']
['38'],['78937.19806763285']
['0'],['77990.43062200958']
['1'],['78461.53846153847']
['0'],['79902.43902439025']
['0'],['80886.69950738916']
['2'],['81890.5472636816']
['12'],['81890.5472636816']
